reportPeriod,ticker,period,sector,company,city,state,calendarDate,updated,dateKey,Price_Actual,Price_LQ,Delta_QoQ,Return_QoQ,Price_Avg,accumulatedOtherComprehensiveIncome,assets,bookValuePerShare,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,costOfRevenue,consolidatedIncome,debtToEquityRatio,debt,debtUSD,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningBeforeInterestTaxesUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,earningsPerBasicShareUSD,shareholdersEquity,shareholdersEquityUSD,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,foreignCurrencyUSDExchangeRate,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,totalLiabilities,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,revenuesUSD,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,assetsCurrent,assetsNonCurrent,currentRatio,debtCurrent,debtNonCurrent,investmentsCurrent,investmentsNonCurrent,currentLiabilities,liabilitiesNonCurrent,workingCapital,Year,Month,Quarter,Yr-Q
2013-09-30,CUZ,Q,OFFICE,Cousins Properties,Atlanta,GA,2013-09-30,2020-04-30,2013-10-30,$22.36,$21.85,$0.51 ,2.32%,,0,2263766000,35.825,-1035436000,8361000,8361000,22877000,65037000,0.546,642834000,642834000,21781000,18837000,0,0.016,0.18,66308000,85145000,1.635,85145000,66308000,61159000,1.44,1.44,1.44,1463667000,1463667000,2724570093,16,11.913,-957928000,-23.446,1,29198000,0.561,0,5149000,2898239000,0,98183000,798536000,2090097093,483000,30595000,661429000,302459000,-8537000,926987000,-1004012000,552000,77508000,0,61158000,59381000,59381000,-12950000,3879000,1.14,35039000,-5841000,53095000,0.125,1.428,15.25,9.928,1899528000,1777000,44.08,12.071,10.401,48809000,-158308000,52075000,52075000,0,434000,7732000,1,47415996,40856500,40900750,1.275,2263766000,0,1000,0,55.408,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,BDN,Q,OFFICE,Brandywine Realty Trust,Radnor,PA,2013-09-30,2020-04-28,2013-11-01,$8.61,$8.74,($0.13),(1.44%),,-5825000,4558142000,12.13,-23592000,185517000,185517000,56168000,11088000,1.387,2377191000,2377191000,0,50607000,0,0.042,0.15,41585000,92192000,0.643,92192000,41585000,10983000,0.06,0.06,0.06,1900889000,1900889000,4426362735,36,13.794,25845000,0.165,1,87288000,0.608,54457000,30602000,6695359000,0,201598000,2636984000,2234688735,-30431000,-17358000,478000,-2929000,-25316000,-27800000,-52068000,0,49437000,0,10983000,9173000,9173000,86000,105000,0.064,57049000,30239000,114666000,2.5,1.176,-156.348,-118.833,3780300000,1810000,14.26,3.938,3.938,141950000,-1065467000,143456000,143456000,0,1461000,6436000,1,156710290,156703348,157992082,0.915,4503685000,0,0,0,28.74,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,LSI,Q,SELF STORAGE,LifeStorage REIT,Amherst,NY,2013-09-30,2020-02-26,2013-11-06,$36.05,$30.62,$5.43 ,17.73%,,-10053000,1523262000,26.388,-36818000,9662000,9662000,22714000,19799000,0.816,627242000,627242000,6919000,11381000,0,0.028,0.56,27598000,38979000,0.549,38979000,27598000,19675000,0.63,0.62,0.63,830398000,830398000,2939891156,30,20.561,-354000,-0.011,1,48268000,0.68,0,7923000,2140842000,0,37841000,677948000,2322311156,21000,-1456000,34333000,-15919000,-16651000,1657000,-38100000,0,36464000,0,19675000,19675000,19675000,0,124000,0.277,21122000,27146000,33263000,0.889,2.797,35.534,34.379,1460050000,0,72.54,8.886,8.734,4365000,-169721000,70982000,70982000,0,867000,8964000,1,32014215,31469026,31625635,2.256,1523262000,0,0,0,48.405,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,AKR,Q,STRIP CENTER,Acadia Realty,Rye,NY,2013-09-30,2020-02-22,2013-11-05,$18.23,$18.08,$0.15 ,0.81%,,-746000,2349368000,12.561,-66958000,242784000,242784000,11732000,9142000,1.772,1004555000,1004555000,0,10450000,0,0.03,0.21,20188000,30638000,0.76,30638000,20188000,9671000,0.17,0.17,0.17,697763000,697763000,2251039878,28,18.377,-50197000,-0.904,1,28586000,0.709,32583000,10517000,3078556000,0,294465000,1236212000,1489268878,-11601000,-1251000,-432000,23503000,-11644000,30724000,-59086000,10250000,16761000,0,9485000,9485000,9485000,-2835000,-343000,0.235,15785000,12801000,36694000,1.235,2.134,30.305,28.221,1464503000,0,26.81,10.399,10.399,23731000,38294000,40318000,40318000,0,1804000,5335000,1,55549007,55549007,,0.726,2316785000,0,186000,0,41.707,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,EXR,Q,SELF STORAGE,Extra Space Storage,Cottonwood Heights,UT,2013-09-30,2020-02-26,2013-11-04,$33.89,$30.78,$3.11 ,10.11%,,3146000,3518239000,13.614,-25765000,104502000,104502000,37249000,32352000,1.221,1757059000,1757059000,0,23428000,0,0.028,0.4,47790000,71218000,0.535,71218000,47790000,31526000,0.26,0.26,0.26,1514309000,1514309000,6852545310,32,22.706,46268000,0.416,1,95862000,0.72,0,16264000,5170796000,0,100455000,1849359000,5199988310,-125233000,-171000,324000,-115663000,-44494000,-164029000,-33237000,-5000000,72033000,0,29245000,29245000,29245000,0,3107000,0.22,39798000,56064000,58248000,1.538,3.434,39.63,39.277,3223672000,0,46.74,10.562,10.56,7928000,-256640000,133111000,133111000,0,1069000,13943000,1,111253494,111231452,117604515,1.197,3518239000,0,2281000,0,31.63,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,DRE,Q,INDUSTRIAL,Duke Realty,Carmel,IN,2013-09-30,2020-05-02,2013-11-01,$11.45,$11.44,$0.01 ,0.12%,,3780000,7886839000,9.171,-93358000,24112000,24112000,132730000,1337000,1.636,4435211000,4435211000,0,72765000,45702000,0.041,0.17,54889000,127654000,0.438,127654000,54889000,-3211000,-0.02,-0.02,-0.02,2979641000,2979641000,9796415221,30,16.068,26061000,0.08,1,158960000,0.545,0,58100000,12297938000,0,57790000,4873895000,5385316221,2710000,0,30604000,34453000,-55257000,1244000,-117953000,-8630000,119419000,0,1289000,-6067000,-6067000,-9342000,48000,-0.021,112757000,46203000,78376000,-8.5,1.807,106.794,118.071,6885964000,7356000,16.53,4.886,4.872,173297000,-2076299000,291690000,291690000,0,0,10373000,1,325790455,324895000,324895000,0.898,7886839000,0,-4500000,104144000,24.275,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,HR,Q,HEALTH CARE,Healthcare Realty Trust,Nashville,TN,2013-09-30,2020-02-13,2013-10-30,$16.02,$17.46,($1.44),(8.25%),,-2092000,2644863000,13.448,-24138000,7160000,7160000,32652000,19783000,1.103,1268194000,1268194000,0,26103000,0,0.05,0.3,36808000,62911000,0.742,62911000,36808000,19765000,0.21,0.21,0.21,1256617000,1256617000,3579242705,57,21.349,4246000,0.045,1,52109000,0.615,0,17043000,3905897000,0,126409000,1386534000,2318208705,6008000,0,87628000,-46175000,-28754000,13059000,-35435000,-11297000,28384000,0,19765000,19765000,19765000,-14842000,18000,0.233,30381000,21728000,57610000,1.429,1.845,-195.944,-161.2,2346249000,0,24.18,6.94,6.764,0,-1066390000,84761000,84761000,0,1146000,5583000,1,95872982,93443000,94836000,0.907,2644863000,0,0,0,28.305,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,HST,Q,LODGING,Host Hotels & Resorts,Bethesda,MD,2013-09-30,2020-02-25,2013-11-06,$13.16,$12.48,$0.68 ,5.45%,,0,12563000000,9.555,-106000000,390000000,390000000,890000000,18000000,0.709,4560000000,4560000000,0,178000000,0,0.022,0.12,95000000,273000000,0.223,273000000,95000000,30000000,0.03,0.03,0.03,7226000000,7226000000,18471308675,31,13.156,131000000,0.173,1,333000000,0.272,0,65000000,16733000000,0,425000000,5126000000,14301308675,-44000000,-21000000,111000000,-180000000,-82000000,-152000000,-127000000,0,237000000,3000000,19000000,19000000,19000000,-16000000,-1000000,0.016,254000000,79000000,193000000,4,1.979,68.427,65.207,11110000000,0,18.91,2.541,2.541,85000000,-1288000000,1223000000,1223000000,0,4000000,77000000,1,756282849,756282849,,1.617,12563000000,0,11000000,0,16.612,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,PLD,Q,INDUSTRIAL,Prologis,San Francisco,CA,2013-09-30,2020-05-01,2013-11-05,$29.10,$28.96,$0.14 ,0.49%,,-451658000,24789543000,27.617,-288824000,164181000,164181000,130935000,-7167000,0.765,9119317000,9119317000,0,159242000,0,0.028,0.28,91666000,250908000,0.583,250908000,91666000,6781000,-0.02,-0.02,-0.02,13753093000,13753093000,28859194876,51,23.045,-160144000,-0.322,1,299250000,0.696,0,84885000,33744679000,0,4399968000,10526021000,19904058876,-263731000,-755956000,52000,535879000,-140763000,356667000,-751184000,0,128680000,2106000,-5399000,-7534000,-7534000,-40170000,-1768000,-0.018,220293000,78957000,692241000,-14,1.447,719.805,665.167,19059538000,2135000,39.91,10.846,10.83,137879000,-3852846000,430185000,430185000,0,12263000,55034000,1,498723600,497989000,499848000,0.864,24789543000,0,12180000,0,49.779,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,O,Q,NET LEASE,Realty Income Corp,San Diego,CA,2013-09-30,2020-02-24,2013-10-31,$26.21,$27.28,($1.07),(3.92%),,0,9880927000,25.593,-518183000,9960000,9960000,5898000,51907000,0.965,4549458000,4549458000,0,74323000,0,0.051,0.727,101945000,176268000,0.884,176268000,101945000,52242000,0.21,0.21,0.21,5010248000,5010248000,12717356673,33,19.638,-393949000,-2.012,1,193406000,0.97,971632000,49703000,13448793000,0,0,4834601000,8177858673,-12615000,14448000,1864000,495228000,-106875000,375197000,-512046000,-967000,124234000,0,51571000,41089000,41089000,-6612000,336000,0.206,97737000,95669000,108658000,3.462,1.632,46.694,41.238,8721078000,10482000,41.65,12.01,11.975,32169000,-932876000,199304000,199304000,0,6737000,16628000,1,196347147,195768298,196619866,1.018,8909295000,0,671000,0,45.509,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,RLJ,Q,LODGING,RLJ Lodging Trust,Bethesda,MD,2013-09-30,2020-02-27,2013-11-07,$16.26,$15.44,$0.82 ,5.34%,,-11429000,3705655000,17.454,-15822000,397328000,397328000,149540000,36928000,0.737,1411256000,1411256000,12542000,31587000,0,0.034,0.205,53161000,84748000,0.336,84748000,53161000,36650000,0.3,0.3,0.3,2122256000,2122256000,3965780564,23,13.258,69652000,0.573,1,102855000,0.408,0,16511000,4719583000,0,7592000,1564851000,2951852564,80629000,0,-1105000,26866000,-25158000,420000,-5265000,34000,85474000,0,36469000,36469000,36469000,-3202000,459000,0.144,57673000,45182000,134509000,0.683,1.391,29.756,28.988,3212289000,0,24.06,3.099,3.072,32629000,-43291000,252395000,252395000,0,3343000,25620000,1,122687139,121594219,121594219,2.076,3705655000,2488000,181000,4030000,30.476,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,SRC,Q,NET LEASE,Spirit Realty Capital,Dallas,TX,2013-09-30,2020-02-25,2013-11-12,$23.30,$23.27,$0.03 ,0.13%,,-291000,7060451000,47.562,-36026000,42375000,42375000,5131000,-21908000,1.252,3606443000,3606443000,0,77832000,0,0.066,0.7,29281000,107113000,0.781,107113000,29281000,-21105000,-0.35,-0.35,-0.35,3134585000,3134585000,7278721418,,,-16071000,-0.244,1,131958000,0.963,904491000,50386000,9720028000,0,119009000,3925866000,3714653418,-25996000,9400000,-2339000,34614000,-20870000,-20961000,-24990000,18820000,19955000,0,-21908000,-21908000,-21908000,-1148000,0,-0.16,103825000,28133000,105505000,-2,1.185,,,5810065000,0,50.15,,,0,-724843000,137089000,137089000,0,6901000,9946000,1,74070856,65905575,65905575,2.08,6155960000,0,803000,0,93.406,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,RHP,Q,LODGING,Ryman Hospitality,Nashville,TN,2013-09-30,2020-02-26,2013-11-07,$24.78,$27.61,($2.83),(10.25%),,-14866000,2440812000,14.686,-8403000,70647000,70647000,166671000,18031000,2.289,1174813000,1174813000,0,27916000,0,0.211,0.5,20768000,48684000,0.22,48684000,20768000,5581000,0.36,0.3,0.36,742015000,742015000,3097447116,66,17.857,64805000,1.283,1,54525000,0.247,0,15187000,3544978000,0,145206000,1698797000,1993281116,7690000,0,61000,-29222000,-25339000,-54782000,-10736000,-2334000,73208000,0,18031000,18031000,18031000,202000,0,0.082,33751000,20774000,156376000,1.389,2.686,29.155,30.581,2084247000,0,39.45,2.088,2.088,52746000,-459637000,221196000,221196000,0,1768000,5699000,1,50526771,50526771,,4.378,2440812000,0,-12450000,31200000,48.307,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,APTS,Q,RESIDENTIAL,Preferred Apartment Communities,Atlanta,GA,2013-09-30,2020-03-03,2013-11-07,$4.96,$5.40,($0.44),(8.11%),,0,279826140,10.92,-457524,7739123,7739123,2401962,-30014,1.312,152426667,152426667,29459,3682087,0,0.071,0.15,1636291,5318378,0.608,5318378,1636291,97724,-0.08,-0.08,-0.08,120574589,120574589,236358679,-517,18.159,2377780,0.215,1,6350313,0.726,596745,1538567,423916939,0,87303805,158137520,91671135,-2089937,0,11613047,10773737,-1660034,19091643,-24016884,-23865799,2835304,0,97724,-879697,-879697,0,-127738,-0.101,4305022,2045291,4692289,-1.875,0.76,-6.023,-3.971,173114366,977421,8.3,3.504,3.503,1513271,-15020422,8752275,8752275,0,290860,612253,1,11044715,11041359,11041359,0.793,279229395,0,0,0,25.289,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,SPG,Q,MALL,Simon Property Group,Indianapolis,IN,2013-09-30,2020-02-28,2013-11-06,$94.77,$100.22,($5.45),(5.44%),,-76702000,32111409000,18.782,-234287000,1099321000,1099321000,267598000,367293000,4.311,22729654000,22729654000,0,338361000,0,0.029,1.15,604768000,943129000,0.724,943129000,604768000,320277000,1,1,1,5828819000,5828819000,70091978473,29,18.488,461657000,1.488,1,1034658000,0.795,0,284491000,53741742000,0,3963130000,25127124000,48461645473,3492000,-65673000,-35000,2399000,-417847000,-412950000,-279502000,-45011000,695944000,0,312509000,311675000,311675000,0,54784000,0.239,431319000,603339000,1328089000,1.15,8.314,38.765,38.846,24960600000,834000,156.16,9.505,9.505,529893000,-3218890000,1302256000,1302256000,0,0,79442000,1,310333283,310333283,,4.196,32111409000,0,7768000,0,103.474,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,PEB,Q,LODGING,Pebblebrook Hotel Trust,Bethesda,MD,2013-09-30,2020-02-21,2013-10-24,$21.96,$19.66,$2.30 ,11.69%,,911000,2044845000,22.939,-59592000,125972000,125972000,83016000,17527000,0.456,556847000,556847000,0,13971000,8203000,0.02,0.16,24577000,38548000,0.294,38548000,24577000,18503000,0.18,0.18,0.18,1403367000,1403367000,2287073406,37,19.928,-22124000,-0.362,1,48218000,0.367,0,6074000,2475720000,0,256658000,640133000,1856198406,-41550000,0,17000,-2403000,-9869000,-18344000,-60674000,0,37468000,0,17415000,11315000,11315000,0,112000,0.086,26483000,21735000,73187000,0.889,1.323,104.51,107.714,1603236000,6100000,30.16,3.973,3.95,23500000,-64191000,131234000,131234000,0,1388000,4253000,1,61545040,61179524,61347863,2.145,2044845000,0,1088000,0,33.424,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,PEI,Q,MALL,PREIT,Philadelphia,PA,2013-09-30,2020-03-16,2014-02-12,$165.29,$165.28,$0.01 ,0.01%,,-7804000,2713129000,13.28,21602000,24893000,24893000,43892000,12584000,1.985,1629489000,1629489000,0,36670000,15411000,0.039,0.2,35679000,72349000,0.649,72349000,35679000,12202000,0.12,0.12,0.12,897439000,897439000,2884753002,23,10.501,48363000,0.716,1,67594000,0.606,9447000,23477000,4308278000,0,15615000,1781402000,1280157002,7368000,639000,2418000,-26392000,-12272000,-42524000,23131000,0,26761000,0,12202000,8240000,8240000,-45525000,2748000,0.074,79403000,-11809000,0,1.667,1.426,211.352,187.7,2527416000,8032000,18.77,3.052,3.024,35535000,-626885000,111486000,111486000,0,1824000,8116000,1,68202291,67579000,67579000,1.65,2703682000,0,0,0,40.008,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,PEI,Q,MALL,PREIT,Philadelphia,PA,2013-09-30,2020-03-16,2013-10-30,$165.29,$165.29,- ,- ,,-7804000,2713129000,13.28,21602000,24893000,24893000,43892000,12584000,1.985,1629489000,1629489000,0,36670000,15411000,0.038,0.18,35679000,72349000,0.649,72349000,35679000,12202000,0.12,0.12,0.12,897439000,897439000,2854743994,22,10.392,48363000,0.716,1,67594000,0.606,9447000,23477000,4308278000,0,15615000,1781402000,1250147994,7368000,639000,2418000,-26392000,-12272000,-42524000,23131000,0,26761000,0,12202000,8240000,8240000,-45525000,2748000,0.074,79403000,-11809000,0,1.5,1.393,206.397,183.3,2527416000,8032000,18.33,2.98,2.953,35535000,-626885000,111486000,111486000,0,1824000,8116000,1,68202291,67579000,67579000,1.65,2703682000,0,0,0,40.008,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,WRE,Q,OFFICE,WashREIT,Washington,DC,2013-09-30,2020-04-27,2013-11-01,$17.50,$18.41,($0.91),(4.95%),,0,2088355000,11.349,-17175000,15470000,15470000,23243000,5840000,1.765,1222414000,1222414000,0,24383000,7639000,0.045,0.3,21770000,46153000,0.701,46153000,21770000,5840000,0.09,0.09,0.09,753686000,753686000,2963776313,34,15.679,13317000,0.201,1,42585000,0.647,0,15930000,3295299000,0,0,1330193000,1756832313,2223000,0,0,11839000,-20033000,-8194000,-20075000,0,30492000,0,5840000,5840000,5840000,0,0,0.089,25166000,17419000,57116000,3.333,2.331,82.11,82.531,1549656000,0,26.41,5.894,5.884,48619000,-395816000,65828000,65828000,0,1225000,3850000,1,66521481,66410000,66561000,0.991,2088355000,0,0,0,31.446,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,DEI,Q,OFFICE,Douglas Emmett Realty,Santa Monica,CA,2013-09-30,2020-02-15,2013-11-07,$18.24,$19.24,($1.00),(5.22%),,-57624000,5986410000,13.906,-75187000,148811000,148811000,51651000,12743000,1.821,3351140000,3351140000,0,43465000,35410000,0.03,0.18,43352000,86817000,0.58,86817000,43352000,10751000,0.08,0.07,0.08,1982951000,1982951000,6636170471,38,19.115,-7484000,-0.052,1,98035000,0.655,3899000,32601000,9184840000,0,186282000,3610154000,3433841471,-35602000,2547000,0,0,-25668000,-30665000,-72640000,0,67703000,0,10751000,10751000,10751000,0,1992000,0.072,54238000,43797000,0,2.25,1.732,80.907,80.267,5547860000,0,24.08,5.85,5.85,1594000,-614703000,149686000,149686000,0,1528000,6546000,1,142601390,142601390,,1.05,5982511000,0,0,0,41.953,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,APLE,Q,LODGING,Apple Hospitality REIT,Richmond,VA,2013-09-30,2020-02-24,2013-11-06,- ,- ,- ,- ,,0,1496716000,14.148,-4546000,0,0,34856000,18165000,0.158,185635000,185635000,0,13732000,0,,0,20817000,34549000,0.345,34549000,20817000,18530000,0.2,0.2,0.2,1292994000,1292994000,,,,33315000,0.365,1,65381000,0.652,0,2287000,1682351000,0,0,203722000,,0,-5000,-151000,3283000,-37939000,-34807000,-3054000,1575000,37861000,0,18165000,18165000,18165000,0,0,0.181,44564000,20817000,18087000,0,,,,1443024000,0,,,,33530000,-514290000,100237000,100237000,0,0,17365000,1,91392066,91392000,91392000,1.097,1496716000,0,365000,0,16.377,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,EQC,Q,OFFICE,Equity Commonwealth,Chicago,IL,2013-09-30,2020-02-14,2013-11-07,$15.69,$16.38,($0.69),(4.22%),,-26930000,6821987000,28.911,-11815000,183433000,183433000,94632000,-216207000,0.994,3114821000,3114821000,0,49272000,12442000,0.043,0.25,-176171000,-126899000,-0.629,-126899000,-176171000,-215530000,-1.92,-1.92,-1.92,3421033000,3421033000,5691001045,-43,71.114,41144000,0.348,1,107109000,0.531,0,39359000,9753375000,0,789635000,3400954000,2759613045,88470000,-12286000,0,97949000,-29579000,57215000,-22008000,2752000,52959000,304000,-216315000,-227466000,-227466000,28000,108000,-1.128,76783000,30326000,176062000,-0.13,0.807,-7.476,-6.386,5435288000,11151000,23.31,2.77,2.768,218301000,-1400354000,201741000,201741000,0,0,25069000,1,118387518,118328000,118328000,1.705,6821987000,0,785000,0,57.653,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,GTY,Q,NET LEASE,Getty Realty Corporation,New York,NY,2013-09-30,2020-02-28,2013-11-12,$12.54,$13.19,($0.65),(4.95%),,0,689113000,12.523,-651000,4670000,4670000,6385000,41877000,0.648,163500000,163500000,0,2446000,0,0.04,0.2,44951000,47397000,1.62,47397000,44951000,41877000,1.25,1.25,1.25,418243000,418243000,767989091,9,8.274,28105000,0.842,1,22873000,0.782,0,3074000,847943000,0,136381000,270870000,609159091,-2109000,0,0,-57500000,-6740000,-64363000,33498000,9265000,28756000,0,41877000,41877000,41877000,-26582000,0,1.431,4523000,18350000,55463000,0.16,1.456,8.608,8.645,485425000,0,18.24,5.978,5.978,17565000,-44261000,29258000,29258000,0,0,-4613000,1,33396880,33397000,33397000,0.876,689113000,0,0,0,20.634,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,REXR,Q,INDUSTRIAL,Rexford Industrial REIT,Los Angeles,CA,2013-09-30,2020-02-20,2013-11-13,$10.95,- ,- ,- ,,0,489062000,12.075,,4697000,4697000,,,0.431,122857000,122857000,0,,4942000,,0,,,,,,,,,,309450000,309450000,456943599,,,,,1,,,0,,607222000,0,22135000,133460000,338783599,,,,,,,,,,,,,,,,,,,4602000,,1.095,,,438761000,,13.22,,,4615000,256000,,,,,,1,25626596,25626596,,,489062000,0,,0,19.084,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,ADC,Q,NET LEASE,Agree Realty Corporation,Farmington Hills,MI,2013-09-30,2020-04-20,2013-11-01,$20.56,$19.84,$0.72 ,3.64%,,-308116,443619154,18.515,-30013766,5824331,5824331,986090,4645781,0.834,189789938,189789938,1583248,2356709,51371,0.051,0.41,6162213,8518922,0.735,8518922,6162213,4528162,0.35,0.35,0.35,240393349,240393349,606374370,24,17.976,-23023589,-1.773,1,10600603,0.915,27903865,1634051,599680896,0,0,200592774,422408763,4599130,0,0,33201529,-5427336,27631669,-30022716,-8950,6990177,0,4528162,4528162,4528162,0,117619,0.391,4320771,6279832,1787069,1.171,1.757,22.471,20.987,401961819,0,31.9,10.043,9.847,2361105,-23262722,11586693,11586693,0,466800,1587617,1,13241654,12983774,13063187,0.892,415715289,0,0,705000,32.018,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,ESS,Q,RESIDENTIAL,Essex Property Trust,San Mateo,CA,2013-09-30,2020-02-21,2013-11-04,$115.47,$123.24,($7.77),(6.31%),,-62589000,5085602000,50.38,-68942000,55994000,55994000,52176000,75875000,1.642,2920756000,2920756000,0,51510000,0,0.029,1.21,96343000,147853000,0.948,147853000,96343000,70156000,1.84,1.84,1.84,1880200000,1880200000,9102848696,33,19.27,5554000,0.149,1,103726000,0.665,0,26187000,7950364000,0,763974000,3087549000,6238086696,-10708000,0,566000,-4434000,-46548000,-57898000,-27306000,17021000,74496000,0,70156000,68788000,68788000,-12843000,5719000,0.441,57518000,46208000,90780000,0.658,3.318,38.334,37.104,4126624000,1368000,164,10.337,10.143,67628000,-461005000,155902000,155902000,0,1011000,6075000,1,38037114,37320562,37436983,4.177,5085602000,0,0,0,136.268,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,UDR,Q,RESIDENTIAL,UDR,Highlands Ranch,CO,2013-09-30,2020-02-22,2013-10-29,$17.69,$18.85,($1.16),(6.17%),,-6608000,6756066000,11.313,-89835000,34171000,34171000,61736000,3235000,1.311,3463172000,3463172000,0,85442000,0,0.037,0.24,31469000,116911000,0.604,116911000,31469000,530000,0.01,0.01,0.01,2828019000,2828019000,9727568825,88,21.564,-927000,-0.004,1,131850000,0.681,0,30939000,10185067000,0,598419000,3706197000,6298567825,2114000,-2752000,0,69474000,-58819000,5793000,-92587000,0,88908000,0,3188000,2257000,2257000,0,47000,0.012,97369000,34481000,160514000,24,2.227,-796.078,-628,5960393000,931000,25.12,8.298,8.273,0,-1321202000,193586000,193586000,0,0,16600000,1,250739165,249985000,251454000,0.774,6756066000,0,-2658000,29052000,27.026,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,SITC,Q,STRIP CENTER,SITE Centers,Beachwood,OH,2013-09-30,2020-04-30,2013-11-08,$16.06,$16.86,($0.79),(4.70%),,-29866000,8345143000,18.531,-94924000,61204000,61204000,60786000,-205000,1.5,4596057000,4596057000,0,0,0,0.032,0.27,55905000,55905000,0.264,55905000,55905000,-375000,-0.06,-0.06,-0.06,3328553000,3328553000,10343826523,51,22.709,18236000,0.102,1,151331000,0.713,0,56280000,12879996000,0,631983000,4992816000,5808973523,-6488000,-38403000,72300000,927000,-49971000,23115000,-142763000,-8117000,113160000,121000,-375000,-6983000,-6983000,628000,170000,-0.033,104348000,46983000,346933000,-4.5,1.745,-114.402,-107.8,7139441000,6608000,32.34,6.872,6.872,77857000,-1867741000,212117000,212117000,0,0,19246000,1,179621940,179621940,,1.181,8345143000,0,0,0,46.459,,,,,,,,,,,2013,9,3,2013-3
2013-09-30,AHT,Q,LODGING,Ashford Hospitality Trust,Farmers Branch,TX,2013-09-30,2020-03-13,2013-11-07,$492.84,$452.88,$39.96 ,8.82%,,-240000,3629356000,10.691,-24108000,394642000,394642000,167576000,-19402000,3.019,2440450000,2440450000,0,32777000,0,0.032,0.08,20909000,53686000,0.222,53686000,20909000,-15716000,-0.31,-0.31,-0.31,854178000,854178000,3034347458,28,12.641,9789000,0.123,1,74448000,0.308,2654000,36625000,5672510000,2243000,180796000,2578659000,988539458,59963000,0,14210000,61345000,-20585000,50112000,-24046000,62000,33897000,0,-16335000,-24825000,-24825000,0,-3067000,-0.103,46267000,28181000,101700000,-0.258,1.157,-14.026,-12.52,2929773000,16980000,12.27,1.041,1.032,85154000,-889035000,242024000,242024000,0,4156000,13465000,1,80565563,79898000,79898000,3.029,3626702000,0,619000,0,45.392,,,,,,,,,,,2013,9,3,2013-3
