reportPeriod,ticker,period,sector,company,city,state,calendarDate,updated,dateKey,Price_Actual,Price_LQ,Delta_QoQ,Return_QoQ,Price_Avg,accumulatedOtherComprehensiveIncome,assets,bookValuePerShare,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,costOfRevenue,consolidatedIncome,debtToEquityRatio,debt,debtUSD,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningBeforeInterestTaxesUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,earningsPerBasicShareUSD,shareholdersEquity,shareholdersEquityUSD,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,foreignCurrencyUSDExchangeRate,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,inventory,investments,totalLiabilities,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,revenuesUSD,researchAndDevelopmentExpense,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,assetsCurrent,assetsNonCurrent,currentRatio,debtCurrent,debtNonCurrent,investmentsCurrent,investmentsNonCurrent,currentLiabilities,liabilitiesNonCurrent,workingCapital,Year,Month,Quarter,Yr-Q
2007-12-31,NNN,Q,NET LEASE,National Retail Props,Orlando,FL,2007-12-31,2020-02-11,2008-02-25,$10.91,$10.91,- ,- ,,1597000,2539605000,19.828,-143396000,27499000,27499000,925000,34365000,0.803,1060070000,1060070000,0,9950000,0,0.063,0.355,46412000,56362000,1.061,56362000,46412000,32552000,0.45,0.44,0.45,1407285000,1407285000,2658077750,13,11.515,-207364000,-2.922,1,52193000,0.983,0,13860000,3572176000,0,343054000,1129986000,1625506750,1056000,409000,121922000,52807000,-25469000,147276000,-82252000,23784000,-63968000,0,34365000,32669000,32669000,0,0,0.615,19854000,32339000,0,0.789,1.155,10.813,9.872,2093343000,1696000,22.41,8.639,7.879,3818000,137599000,53118000,53118000,0,531000,8651000,1,72534884,70975258,71325538,0.748,2539605000,0,-1813000,1671000,35.782,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,RHP,Q,LODGING,Ryman Hospitality,Nashville,TN,2007-12-31,2020-02-26,2008-02-28,$22.87,$30.08,($7.21),(23.96%),,-10875000,2336867000,22.831,-124314000,24808000,24808000,82624000,3758000,1.482,981100000,981100000,0,19562000,0,0,0,10028000,29590000,0.195,29590000,10028000,7006000,0.09,0.1,0.09,941492000,941492000,2216528428,10,7.631,-99932000,-2.423,1,68957000,0.455,8569000,3022000,3038945000,0,4143000,1395375000,1260236428,-15043000,-8939000,526000,97000000,0,97190000,-136615000,-176000,24382000,0,3758000,3758000,3758000,-1046000,0,0.025,60065000,8892000,240827000,0,1.339,11.261,11.194,2196264000,0,30.56,1.685,1.685,31371000,230758000,151581000,151581000,0,2481000,35487000,1,41238103,41238103,,3.676,2328298000,7689000,3248000,73662000,56.46,94845000,2242022000,0.386,2058000,979042000,0,4143000,245645000,1149730000,-150800000,2007,12,4,2007-4
2007-12-31,WELL,Q,HEALTH CARE,Welltower,Toledo,OH,2007-12-31,2020-02-14,2008-02-28,$21.43,$20.91,$0.53 ,2.52%,,-7381000,5213856000,29.184,-11154000,30269000,30269000,11224000,48946000,1.164,2704668000,2704668000,0,40081000,0,0.064,0.66,84056000,124137000,0.944,124137000,84056000,48946000,0.52,0.52,0.52,2404356000,2404356000,6227397477,23,14.628,61358000,0.745,1,120283000,0.915,0,35110000,7888255000,0,375396000,2799813000,3552998477,-1171000,-141963000,164174000,150513000,-60060000,208115000,-281798000,-128074000,72512000,0,48946000,42768000,42768000,360000,0,0.325,48779000,71504000,0,1.269,1.478,30.558,28.184,4638632000,6178000,41.43,7.31,6.722,139060000,-372704000,131507000,131507000,0,1297000,9349000,1,85759075,82386000,82934000,1.596,5213856000,0,0,0,63.286,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,BFS,Q,STRIP CENTER,Saul Centers,Bethesda,MD,2007-12-31,2020-02-28,2008-02-28,$30.07,$28.76,$1.32 ,4.57%,,0,727443000,8.37,-3757000,5765000,5765000,8295000,9279000,3.858,532726000,532726000,15147000,6988000,0,0.038,0.47,18018000,25006000,0.644,25006000,18018000,9279000,0.41,0.41,0.41,148779000,148779000,1372387560,19,14.145,14210000,0.799,1,30515000,0.786,0,8739000,1254404000,0,0,573919000,845426560,-1278000,0,1126000,4122000,-8333000,-9018000,-10227000,-6470000,17967000,0,9279000,7279000,7279000,0,0,0.188,10340000,20175000,13159000,1.146,5.682,29.454,29.178,657258000,2000000,47.56,5.614,5.614,33967000,-113017000,38810000,38810000,0,188000,3352000,1,17776000,17776000,,2.183,727443000,0,0,0,40.923,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,BDN,Q,OFFICE,Brandywine Realty Trust,Radnor,PA,2007-12-31,2020-04-28,2008-02-28,$7.85,$10.90,($3.04),(27.91%),,-1885000,5214099000,20.074,165068000,5600000,5600000,65679000,33510000,1.943,3100969000,3100969000,0,44370000,65241000,0.105,0.44,74156000,118526000,0.654,118526000,74156000,33510000,0.37,0.36,0.37,1743235000,1743235000,4551798414,21,11.412,195446000,2.251,1,115484000,0.637,218149000,40646000,8091319000,0,71598000,3386745000,1456429414,-12061000,706000,-267000,-167527000,-40293000,-210861000,168422000,0,30378000,0,33510000,31512000,31512000,-543000,0,0.174,77351000,38133000,123100000,1.189,0.835,30.054,29.875,4656925000,1998000,16.73,2.129,2.135,100155000,-521754000,181163000,181163000,0,0,6468000,1,87054956,86838321,87034833,2.086,4995950000,0,0,0,57.532,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,GTY,Q,NET LEASE,Getty Realty Corporation,New York,NY,2007-12-31,2020-02-28,2008-03-17,$11.63,$11.66,($0.02),(0.21%),,-2299000,396911000,8.568,-1282000,2071000,2071000,2274000,587000,0.871,132500000,132500000,0,2608000,0,0.069,0.465,2845000,5453000,0.278,5453000,2845000,587000,0.03,0.03,0.03,212178000,212178000,798109980,19,15.513,9592000,0.387,1,17365000,0.884,0,2258000,527340000,0,0,184733000,667680980,567000,0,-2000,3680000,-11538000,-8265000,-2042000,37000,10874000,0,587000,587000,587000,-1748000,0,0.03,16382000,983000,22176000,15.5,3.147,19.699,19.679,351789000,0,26.96,8.51,8.509,26388000,-44505000,19639000,19639000,0,304000,1911000,1,24765615,24765000,24784000,0.793,396911000,0,0,0,16.027,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,REG,Q,STRIP CENTER,Regency Centers,Jacksonville,FL,2007-12-31,2020-02-19,2008-02-27,$35.44,$41.78,($6.34),(15.18%),,-18916000,4143012000,25.751,-83665000,18668000,18668000,27994000,55480000,1.224,2007975000,2007975000,0,25592000,11436000,0.045,1.385,77759000,103351000,0.868,103351000,77759000,55480000,0.73,0.73,0.73,1792004000,1792004000,6195981757,22,16.32,-35990000,-0.517,1,91059000,0.765,17228000,22279000,6115091000,0,44543000,2194244000,4206674757,-14903000,22123000,11000,57524000,-44994000,-1051000,-61527000,15000,47675000,0,55480000,50562000,50562000,-4070000,0,0.425,45339000,45720000,164479000,1.897,2.347,22.865,22.811,3900697000,4918000,60.45,9.317,9.317,75441000,-41316000,119053000,119053000,0,4543000,13217000,1,69589326,69589326,,1.711,4125784000,0,0,0,59.288,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,EQIX,Q,DATA CENTER,Equinix (REIT),Foster City,CA,2007-12-31,2020-02-22,2008-02-27,$80.69,$70.81,$9.88 ,13.96%,,-3888000,2181868000,22.617,-154026000,290633000,290633000,92480000,-6073000,1.679,1106144000,1106144000,0,35585000,0,0,0,5728000,41313000,0.298,41313000,5728000,-6366000,-0.19,-0.19,-0.19,814432000,814432000,3387711638,150,27.61,-140145000,-3.892,1,46234000,0.333,510133000,12094000,2295784000,0,93267000,1367436000,2572200638,-52819000,48996000,8750000,29251000,0,38001000,-103519000,-146000,13881000,-1182000,-6073000,-6073000,-6073000,0,0,-0.044,45451000,783000,65096000,0,3.158,-495.798,-438.688,1162720000,0,70.19,6.132,5.378,60089000,-558632000,138714000,138714000,0,11699000,46789000,1,36646255,36009000,31527000,3.852,1671735000,0,-293000,25955000,46.425,426761000,1755107000,2.229,20389000,1085755000,63301000,29966000,191462000,1175974000,235299000,2007,12,4,2007-4
2007-12-31,HR,Q,HEALTH CARE,Healthcare Realty Trust,Nashville,TN,2007-12-31,2020-02-13,2008-02-25,$12.38,$12.80,($0.42),(3.25%),,-4346000,1495492000,13.295,-9405000,8519000,8519000,18906000,4589000,1.366,785289000,785289000,0,13632000,0,0.261,0.77,16583000,30215000,0.561,30215000,16583000,4589000,0.07,0.07,0.07,631995000,631995000,2052140577,19,12.485,17562000,0.369,1,34908000,0.649,0,11994000,2272262000,0,30117000,863497000,1275370577,-7601000,287000,-134000,5116000,-19514000,-14738000,-19830000,-10712000,26967000,0,4589000,4589000,4589000,594000,0,0.085,17731000,17177000,37376000,11,2.018,21.234,19.952,1351173000,0,25.14,5.999,5.621,0,-650237000,53814000,53814000,0,997000,4889000,1,50730731,47536133,48291330,1.132,1495492000,0,0,0,31.46,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,FRT,Q,STRIP CENTER,Federal Realty,Rockville,MD,2007-12-31,2020-02-11,2008-02-27,$51.19,$54.81,($3.61),(6.59%),,0,2989297000,19.866,-31458000,50691000,50691000,35301000,122168000,1.653,1638460000,1638460000,0,26509000,10703000,0.032,0.61,143956000,170465000,1.519,170465000,143956000,122168000,2.17,2.15,2.17,1114632000,1114632000,5943799234,19,14.396,24017000,0.428,1,76905000,0.685,0,21788000,4577066000,0,70284000,1842847000,4356030234,40410000,32675000,163804000,-120439000,-34658000,6311000,-21376000,102000,55475000,0,122168000,122033000,122033000,-98566000,0,1.088,30436000,46469000,99360000,0.281,3.908,22.328,21.305,2696144000,135000,74.14,8.965,8.561,61108000,-407376000,112206000,112206000,0,0,7304000,1,58754117,56108000,,2,2989297000,0,0,0,53.278,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,EQR,Q,RESIDENTIAL,Equity Residential,Chicago,IL,2007-12-31,2020-02-21,2008-02-27,$18.73,$21.47,($2.74),(12.76%),,-15882000,15689777000,18.814,-152010000,50831000,50831000,196223000,123277000,2.028,9508733000,9508733000,0,150379000,62159000,0.047,0.482,246174000,396553000,0.772,396553000,246174000,123277000,0.47,0.46,0.47,5062518000,5062518000,20254475988,14,9.687,52282000,0.194,1,317567000,0.618,0,122897000,25147679000,0,3547000,10269213000,10796573988,-11903000,109000,-65496000,-51325000,-125374000,-250155000,33960000,2868000,204292000,0,123277000,119632000,119632000,-88140000,0,0.233,161167000,156400000,250629000,1.026,2.133,11.239,11.64,15163225000,3645000,40.04,5.297,5.489,0,599504000,513790000,513790000,0,0,14639000,1,269644705,269083000,290784000,1.909,15689777000,0,0,0,58.308,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,SKT,Q,MALL,Tanger Outlet Centers,Greensboro,NC,2007-12-31,2020-02-20,2008-02-28,$10.10,$10.77,($0.68),(6.28%),,-6301000,1060280000,3.976,-26598000,2412000,2412000,20490000,10473000,3.119,706345000,706345000,0,14939000,0,0.04,0.18,20324000,35263000,0.569,35263000,20324000,10473000,0.145,0.14,0.145,249204000,249204000,1827131397,27,13.78,3046000,0.049,1,41488000,0.669,0,9851000,1764213000,0,10695000,777343000,1123198397,-22000,0,213000,9601000,-12679000,-4268000,-25398000,0,29644000,0,10473000,9067000,9067000,-22000,0,0.146,19851000,21637000,70998000,1.241,4.507,48.939,48.432,974499000,1406000,17.92,4.91,4.91,0,-171625000,61978000,61978000,0,1103000,4911000,1,62678482,62678482,,0.989,1060280000,0,0,0,16.916,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,KRC,Q,OFFICE,Kilroy Realty Corp,Los Angeles,CA,2007-12-31,2020-04-30,2008-02-26,$33.30,$36.36,($3.07),(8.44%),,0,2068720000,21.38,-56132000,12278000,12278000,13290000,68015000,1.822,1107002000,1107002000,0,20795000,0,0.044,0.555,78780000,99575000,1.6,99575000,78780000,68015000,2.03,2.01,2.03,693292000,693292000,2769229858,18,12.26,-25371000,-0.782,1,48933000,0.786,0,10765000,3163444000,0,11677000,1263481000,1674505858,8077000,0,0,56629000,-19396000,32459000,-55143000,32000,30761000,0,68015000,65613000,65613000,-60506000,0,1.054,29251000,19682000,58249000,0.273,2.415,16.068,15.811,1904624000,2402000,50.91,6.478,6.378,4891000,-87512000,62223000,62223000,0,4020000,9353000,1,32891492,32426617,32633865,1.919,2068720000,0,0,0,63.797,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,DLR,Q,DATA CENTER,Digital Realty,San Francisco,CA,2007-12-31,2020-03-03,2008-02-29,$21.45,$21.85,($0.40),(1.83%),,3379000,2809464000,16.276,-185204000,72654000,72654000,37541000,5613000,1.617,1367738000,1367738000,0,24042000,0,0.033,0.31,21476000,45518000,0.43,45518000,21476000,5613000,0,0,0,1043916000,1043916000,3643168016,35,19.558,-157148000,-2.45,1,68362000,0.646,38762000,15863000,4065786000,0,0,1687637000,2348084016,-17830000,0,159281000,26887000,-19466000,148420000,-194306000,0,28056000,0,5613000,254000,254000,0,0,0.002,47404000,20958000,176143000,,2.249,110.436,102.571,2301694000,5359000,35.9,5.941,5.498,43440000,-103090000,105903000,105903000,0,1429000,8159000,1,65406240,64138188,66195905,1.651,2770702000,0,0,0,43.199,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,PEI,Q,MALL,PREIT,Philadelphia,PA,2007-12-31,2020-03-16,2008-02-29,$159.26,$205.39,($46.13),(22.46%),,-6968000,3264074000,19.602,-69153000,27925000,27925000,48985000,8703000,3.235,2274442000,2274442000,0,33000000,16213000,0.092,1.14,35391000,68391000,0.526,68391000,35391000,8869000,0.22,0.22,0.22,757619000,757619000,3218495448,22,12.049,-20721000,-0.536,1,81141000,0.624,104136000,26522000,5406455000,0,36424000,2451199000,971978448,4377000,-24089000,0,77006000,-22204000,54434000,-98489000,0,48432000,0,8976000,8703000,8703000,12000,-273000,0.067,46846000,34295000,0,5.182,1.283,34.025,33.877,2965792000,273000,24.73,2.083,1.992,49094000,-93513000,130126000,130126000,0,1863000,11632000,1,39303617,38651000,38862000,3.367,3159938000,0,-107000,0,81.756,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,KIM,Q,STRIP CENTER,Kimco,Jericho,NY,2007-12-31,2020-02-26,2008-02-28,$17.94,$21.84,($3.91),(17.88%),,33648000,9097816000,15.409,-144802000,87499000,87499000,52020000,83039000,1.221,4216415000,4216415000,0,53386000,0,0.044,0.4,127146000,180532000,1.004,180532000,127146000,71289000,0.29,0.28,0.29,3894574000,3894574000,12895468259,21,16.053,-39140000,-0.155,1,127706000,0.711,0,55857000,13226732000,0,2074921000,4755083000,8766552259,42060000,12495000,447954000,-233387000,-103976000,82566000,-146168000,-1870000,105662000,0,83039000,72108000,72108000,-333000,0,0.401,82473000,45233000,161526000,1.379,2.251,20.716,20.637,6347591000,10931000,34.67,12.863,12.826,241864000,180005000,179726000,179726000,0,-63000,26840000,1,252857002,252741000,256962000,0.711,9097816000,0,-11750000,0,35.997,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,AVB,Q,RESIDENTIAL,AvalonBay,Arlington,VA,2007-12-31,2020-02-22,2008-02-29,$55.87,$69.44,($13.58),(19.55%),,-3366000,6736484000,39.386,-282850000,210393000,210393000,86388000,131820000,1.218,3208202000,3208202000,0,47178000,0,0.037,0.85,158082000,205260000,0.966,205260000,158082000,131820000,1.66,1.64,1.66,3026654000,3026654000,10100596509,22,15.846,-120668000,-1.57,1,125998000,0.593,0,26262000,9734293000,0,57990000,3686678000,7102787509,-17820000,250832000,-141306000,152482000,-68983000,-58379000,-121623000,22776000,162182000,0,131820000,129645000,129645000,-28529000,0,0.61,55605000,70393000,0,0.512,2.347,20.325,20.818,6297182000,2175000,92.43,8.739,8.739,0,2499000,212386000,212386000,0,3543000,8427000,1,76845045,76845045,,2.764,6736484000,0,0,0,87.663,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,DEI,Q,OFFICE,Douglas Emmett Realty,Santa Monica,CA,2007-12-31,2020-02-15,2008-02-22,$14.69,$15.94,($1.26),(7.89%),,-101163000,6189968000,16.665,-100226000,5843000,5843000,35875000,-5690000,1.949,3105677000,3105677000,0,46719000,31309000,0.033,0.175,36807000,83526000,0.628,83526000,36807000,-5690000,-0.06,-0.06,-0.06,1829839000,1829839000,5647677560,38,17.836,-69693000,-0.635,1,97089000,0.73,24313000,42497000,9265489000,0,0,3566365000,2547843560,3794000,0,0,141350000,-19221000,73487000,-100226000,0,30533000,0,-5690000,-5690000,-5690000,0,0,-0.043,62811000,34278000,62704000,-2.917,1.392,-195.867,-176.667,6022056000,0,21.2,4.917,4.608,955000,-89812000,132964000,132964000,0,294000,5462000,1,120181300,109803006,109803006,1.211,6165655000,0,0,0,56.152,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,LSI,Q,SELF STORAGE,LifeStorage REIT,Amherst,NY,2007-12-31,2020-02-26,2008-02-28,$14.17,$15.99,($1.82),(11.37%),,-1368000,1164636000,24.23,-29283000,4010000,4010000,17490000,10738000,1.158,566517000,566517000,5647000,8736000,0,0.065,0.63,19691000,28427000,0.568,28427000,19691000,10738000,0.5,0.5,0.5,527389000,527389000,1403313132,19,12.985,-8010000,-0.368,1,32580000,0.651,0,8953000,1727143000,0,0,610805000,840806132,-4494000,0,2840000,14606000,-13617000,3035000,-28802000,0,21273000,0,10738000,10738000,10738000,0,0,0.214,12502000,20078000,23755000,1.26,1.594,22.151,21.343,1145381000,0,38.63,4.339,4.339,2829000,-98437000,50070000,50070000,0,373000,4013000,1,21765626,21765626,,2.3,1164636000,0,0,0,53.508,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,MAC,Q,MALL,Macerich,Santa Monica,CA,2007-12-31,2020-02-25,2008-02-27,$29.63,$36.15,($6.52),(18.03%),,-24508000,8121134000,18.181,-661610000,153657000,153657000,93042000,51013000,4.69,5762958000,5762958000,0,65430000,0,0.045,1.6,118208000,183638000,0.75,183638000,118208000,44281000,0.54,0.54,0.54,1312634000,1312634000,10423312578,29,17.289,-543611000,-7.53,1,151885000,0.62,0,73927000,13730435000,0,865309000,6156060000,4814011578,42423000,5774000,609000,640883000,-59601000,574972000,-650548000,410000,117999000,0,44273000,38365000,38365000,-660000,6740000,0.157,55434000,96451000,103442000,2.963,3.667,67.178,66.55,6321491000,5908000,66.55,5.371,5.328,143227000,-317780000,244927000,244927000,0,1225000,4823000,1,72336763,72197000,84922000,3.392,8121134000,0,8000,0,112.486,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,CUBE,Q,SELF STORAGE,CubeSmart,Cleveland,OH,2007-12-31,2020-02-22,2008-02-29,$5.59,$7.89,($2.30),(29.14%),,-1664000,1687831000,9.648,-12519000,20335000,20335000,26327000,-5877000,1.95,1027501000,1027501000,10148000,20590000,0,0.105,0.18,8833000,29423000,0.495,29423000,8833000,-5877000,-0.09,-0.09,-0.09,555619000,555619000,1587374670,39,14.017,4818000,0.084,1,33090000,0.557,0,14710000,2694997000,0,0,1083230000,580208670,-1386000,0,0,8401000,-16763000,-9835000,-8888000,0,17337000,0,-5877000,-5877000,-5877000,-348000,0,-0.099,24947000,8143000,45033000,-2,1.044,-44.369,-45.591,1647118000,0,10.03,2.532,2.516,0,-241233000,59417000,59417000,0,544000,5230000,1,57847325,57590000,57590000,1.032,1687831000,0,0,0,29.308,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,OHI,Q,HEALTH CARE,Omega Healthcare,Cockeysville,MD,2007-12-31,2020-03-01,2008-02-15,$5.57,$5.30,$0.27 ,5.12%,,0,1182287000,8.601,-3087000,4083000,4083000,0,17316000,1.017,573709000,573709000,0,9288000,0,0.068,0.29,28086000,37374000,0.944,37374000,28086000,17441000,0.21,0.21,0.21,586127000,586127000,1689807253,15,11.302,14481000,0.212,1,39594000,1,0,10645000,1751913000,0,45372000,596160000,1120181253,1371000,0,7445000,-4000000,-21602000,-18938000,2741000,5828000,17568000,0,17316000,14835000,14835000,-45000,0,0.375,12074000,27520000,0,1.381,1.911,18.842,18.067,1053356000,2481000,16.26,7.021,6.711,64992000,-365097000,39594000,39594000,0,545000,3006000,1,68891836,68150000,68202000,0.581,1182287000,0,125000,73000,17.348,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,CUZ,Q,OFFICE,Cousins Properties,Atlanta,GA,2007-12-31,2020-04-30,2008-02-26,$38.58,$50.44,($11.85),(23.50%),,-4302000,1509611000,42.84,-60508000,21412000,21412000,15290000,-1166000,1.649,676189000,676189000,5997000,11861000,0,0.058,2.96,3337000,15198000,0.344,15198000,3337000,-1683000,-0.4,-0.36,-0.4,552503000,552503000,1955729238,52,25.087,-66256000,-5.137,1,28947000,0.654,0,5020000,2164388000,0,209477000,911325000,1300952238,12828000,-6899000,-14617000,118632000,-19153000,78758000,-60182000,-2979000,-5748000,0,-1166000,-4979000,-4979000,-73000,0,-0.113,25308000,3639000,57208000,-7.4,2.355,73.617,74.618,1163365000,3813000,101.48,7.866,7.932,44414000,40286000,44237000,44237000,0,1762000,12797000,1,12819790,12897000,11794500,3.43,1509611000,0,-517000,0,117.051,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,BXP,Q,OFFICE,Boston Properties,Boston,MA,2007-12-31,2020-03-02,2008-02-29,$57.40,$60.71,($3.31),(5.45%),,-29191000,11192637000,30.776,-293630000,1693760000,1693760000,123560000,124218000,1.873,5492166000,5492166000,0,71655000,0,0.101,6.66,192507000,264162000,0.71,264162000,192507000,124218000,1.1,1.1,1.1,3668825000,3668825000,14094776749,9,7.42,-117375000,-0.985,1,248399000,0.668,0,68289000,14991043000,0,104256000,6869920000,10296370749,-387277000,757000,8958000,216000,-96339000,-86754000,-476778000,-22584000,176255000,0,124218000,124218000,124218000,-4922570,0,0.334,85909000,162490000,145692000,6.055,2.806,7.773,7.756,8718188000,0,86.17,6.946,6.908,58074000,394324000,371959000,371959000,0,3040000,16594000,1,119489042,119211000,120840000,3.12,11192637000,0,0,0,93.889,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,SPG,Q,MALL,Simon Property Group,Indianapolis,IN,2007-12-31,2020-02-28,2008-02-26,$45.44,$51.87,($6.43),(12.40%),,18087000,23605662000,15.976,-328632000,501982000,501982000,224741000,125005000,5.333,17218674000,17218674000,0,228263000,0,0.039,1.74,353843000,582106000,0.562,582106000,353843000,112278000,0.51,0.5,0.51,3563383000,3563383000,36424862668,26,15.83,197774000,0.887,1,810840000,0.783,0,241565000,40322354000,0,1886891000,19003160000,19708170668,112014000,154301000,147169000,-58053000,-248080000,-461641000,47249000,221580000,526406000,0,125005000,112929000,112929000,27894000,0,0.109,378243000,432597000,1251044000,3.412,5.531,45.185,45.082,19102930000,12076000,88.36,5.398,5.398,995224000,-2055447000,1035581000,1035581000,0,0,78201000,1,223044032,223044032,,4.643,23605662000,0,-12727000,0,105.834,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,AKR,Q,STRIP CENTER,Acadia Realty,Rye,NY,2007-12-31,2020-02-22,2008-02-29,$14.48,$15.10,($0.62),(4.09%),,-953000,999012000,7.48,-62794000,129980000,129980000,5102000,9027000,2.439,517903000,517903000,0,8350000,0,0.045,0.433,14298000,22648000,0.957,22648000,14298000,9079000,0.28,0.27,0.28,240736000,240736000,1125269024,21,13.748,-38288000,-1.19,1,18572000,0.784,16103000,5219000,1370832000,0,102316000,587165000,737346024,-4613000,-6207000,-996000,17903000,-6465000,47412000,-76531000,-5784000,24506000,0,9027000,9027000,9027000,-5189000,0,0.381,14227000,4345000,15289000,1.546,3.063,27.039,27.602,698594000,0,22.91,7.26,7.26,13449000,13767000,23674000,23674000,0,3285000,6733000,1,32184462,32184462,,0.736,982909000,0,52000,0,30.54,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,ROIC,Q,STRIP CENTER,Retail Opp Inv'ts Corp,San Diego,CA,2007-12-31,2020-04-23,2008-04-04,- ,- ,- ,- ,,0,410273506,5.341,,198570,198570,,,0.059,0,0,0,,0,,0,,,,,,,,,,276416591,276416591,,,,,,1,,,0,,393808076,0,409813737,16266860,,,,,,,,,,,,,,,,,,,,26310,,,,,0,,,,,0,1734202,,,,,,1,51750000,51750000,,,410273506,133069,,1311589,7.928,410273506,0,25.221,0,0,409813737,0,16266860,0,394006646,2007,12,4,2007-4
2007-12-31,EXR,Q,SELF STORAGE,Extra Space Storage,Cottonwood Heights,UT,2007-12-31,2020-02-26,2008-02-29,$8.34,$8.83,($0.49),(5.50%),,-1415000,2054075000,9.483,-59789000,51826000,51826000,20338000,9591000,2.209,1319771000,1319771000,0,11284000,0,0.062,0.25,25694000,36978000,0.571,36978000,25694000,9591000,0.14,0.15,0.14,619921000,619921000,2268822697,23,16.572,-37309000,-0.571,1,44376000,0.686,0,16103000,3322020000,0,116981000,1369172000,1000877697,-24453000,284000,382000,5628000,-16446000,-14361000,-32572000,24740000,22480000,0,9591000,9591000,9591000,0,0,0.148,20644000,23732000,31346000,1.786,1.615,28.94,28.434,1841322000,0,15.07,4.19,4.081,7386000,-205348000,64714000,64714000,0,514000,9188000,1,66415242,65370905,72906161,0.99,2054075000,0,0,0,31.422,,,,,,,,,,,2007,12,4,2007-4
2007-12-31,AHT,Q,LODGING,Ashford Hospitality Trust,Farmers Branch,TX,2007-12-31,2020-03-13,2008-02-29,$222.96,$303.23,($80.27),(26.47%),,-115000,4381291000,10.618,-58682000,145143000,145143000,209087000,-2923000,2.258,2701273000,2701273000,254000,50942000,0,0.116,0.21,34151000,85093000,0.29,85093000,34151000,5286000,-0.1,-0.1,-0.1,1285003000,1285003000,3356630766,20,9.96,-5254000,-0.043,1,84128000,0.287,13889000,28865000,6923532000,4100000,94225000,2901221000,800500766,-51425000,151487000,-18191000,-110108000,-34733000,-176195000,71342000,-21463000,53428000,18000,-2923000,-9941000,-9941000,5095000,0,-0.034,45159000,38969000,63488000,-2.1,0.623,129.741,110.833,3885737000,7018000,6.65,0.709,0.623,110494000,-153664000,293215000,293215000,0,1556000,7143000,1,120376055,121021693,121021693,2.423,4367402000,0,8209000,0,36.088,,,,,,,,,,,2007,12,4,2007-4
