DATE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,CLOSE,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D,RETURN_1D
DATE,OFF_AVG,RESI_AVG,HOT_AVG,NL_AVG,SC_AVG,MALL_AVG,HC_AVG,IND_AVG,SS_AVG,DC_AVG,ALL_AVG,OFF_AVG,RESI_AVG,HOT_AVG,NL_AVG,SC_AVG,MALL_AVG,HC_AVG,IND_AVG,SS_AVG,DC_AVG,ALL_AVG
MARKET CAPITALIZATION,,,,,,,,,,,,,,,,,,,,,,
DATE,OFF_AVG_CLOSE,RESI_AVG_CLOSE,HOT_AVG_CLOSE,NL_AVG_CLOSE,SC_AVG_CLOSE,MALL_AVG_CLOSE,HC_AVG_CLOSE,IND_AVG_CLOSE,SS_AVG_CLOSE,DC_AVG_CLOSE,ALL_AVG_CLOSE,OFF_AVG_RETURN_1D,RESI_AVG_RETURN_1D,HOT_AVG_RETURN_1D,NL_AVG_RETURN_1D,SC_AVG_RETURN_1D,MALL_AVG_RETURN_1D,HC_AVG_RETURN_1D,IND_AVG_RETURN_1D,SS_AVG_RETURN_1D,DC_AVG_RETURN_1D,ALL_AVG_RETURN_1D
2017-10-31 00:00:00,$37.52 ,$74.65 ,$66.74 ,$32.19 ,$32.88 ,$64.27 ,$34.42 ,$43.50 ,$45.97 ,$218.88 ,$65.10 ,0.79%,0.22%,1.66%,0.10%,(0.90%),(1.19%),(1.12%),0.73%,0.45%,0.75%,0.15%
2017-11-01 00:00:00,$37.62 ,$75.07 ,$66.86 ,$32.28 ,$33.34 ,$64.77 ,$34.42 ,$43.75 ,$46.04 ,$218.68 ,$65.28 ,0.27%,0.56%,0.18%,0.28%,1.41%,0.79%,0.00%,0.58%,0.14%,(0.09%),0.41%
2017-11-02 00:00:00,$37.72 ,$73.63 ,$67.31 ,$32.70 ,$34.58 ,$67.29 ,$34.78 ,$44.02 ,$47.24 ,$226.30 ,$66.56 ,0.27%,(1.92%),0.68%,1.30%,3.72%,3.88%,1.04%,0.61%,2.61%,3.49%,1.57%
2017-11-03 00:00:00,$37.54 ,$74.21 ,$61.80 ,$32.88 ,$33.81 ,$64.27 ,$35.06 ,$44.30 ,$48.00 ,$225.66 ,$65.75 ,(0.47%),0.79%,(8.18%),0.53%,(2.24%),(4.49%),0.80%,0.65%,1.62%,(0.28%),(1.13%)
2017-11-06 00:00:00,$38.00 ,$74.69 ,$61.70 ,$32.91 ,$34.00 ,$63.62 ,$35.14 ,$44.46 ,$48.61 ,$230.41 ,$66.35 ,1.21%,0.66%,(0.17%),0.09%,0.57%,(1.01%),0.22%,0.35%,1.26%,2.11%,0.53%
2017-11-07 00:00:00,$38.15 ,$75.03 ,$61.04 ,$33.38 ,$34.36 ,$66.20 ,$35.27 ,$44.46 ,$48.72 ,$229.53 ,$66.61 ,0.42%,0.45%,(1.06%),1.44%,1.05%,4.05%,0.38%,(0.01%),0.22%,(0.38%),0.66%
2017-11-08 00:00:00,$38.31 ,$75.93 ,$62.33 ,$33.47 ,$34.46 ,$66.39 ,$35.38 ,$44.62 ,$49.26 ,$232.08 ,$67.22 ,0.40%,1.20%,2.12%,0.26%,0.28%,0.30%,0.31%,0.37%,1.12%,1.11%,0.75%
2017-11-09 00:00:00,$38.50 ,$75.76 ,$62.28 ,$33.47 ,$34.87 ,$69.04 ,$35.29 ,$44.45 ,$49.00 ,$228.97 ,$67.16 ,0.51%,(0.21%),(0.09%),(0.00%),1.20%,3.99%,(0.26%),(0.38%),(0.54%),(1.34%),0.29%
2017-11-10 00:00:00,$38.63 ,$75.63 ,$61.85 ,$33.39 ,$35.03 ,$70.33 ,$35.30 ,$44.23 ,$49.21 ,$227.37 ,$67.10 ,0.33%,(0.18%),(0.68%),(0.24%),0.46%,1.86%,0.03%,(0.50%),0.44%,(0.70%),0.08%
2017-11-13 00:00:00,$38.74 ,$76.20 ,$61.66 ,$33.66 ,$35.00 ,$69.05 ,$35.52 ,$44.83 ,$49.59 ,$228.33 ,$67.26 ,0.29%,0.75%,(0.31%),0.82%,(0.10%),(1.82%),0.62%,1.36%,0.76%,0.42%,0.28%
2017-11-14 00:00:00,$38.67 ,$75.78 ,$61.59 ,$33.64 ,$35.09 ,$69.02 ,$35.41 ,$44.80 ,$49.46 ,$227.84 ,$67.13 ,(0.19%),(0.54%),(0.12%),(0.06%),0.27%,(0.05%),(0.32%),(0.08%),(0.25%),(0.21%),(0.16%)
2017-11-15 00:00:00,$38.36 ,$74.51 ,$61.57 ,$33.43 ,$35.11 ,$69.78 ,$34.99 ,$44.03 ,$48.90 ,$224.91 ,$66.56 ,(0.79%),(1.67%),(0.02%),(0.64%),0.06%,1.10%,(1.17%),(1.70%),(1.14%),(1.29%),(0.73%)
2017-11-16 00:00:00,$38.64 ,$75.03 ,$62.25 ,$33.59 ,$35.35 ,$70.88 ,$35.08 ,$44.94 ,$49.84 ,$224.99 ,$67.06 ,0.73%,0.69%,1.09%,0.48%,0.67%,1.57%,0.26%,2.06%,1.92%,0.04%,0.95%
2017-11-17 00:00:00,$38.55 ,$74.22 ,$62.87 ,$33.69 ,$35.45 ,$71.21 ,$35.03 ,$44.59 ,$49.56 ,$222.90 ,$66.81 ,(0.24%),(1.08%),1.00%,0.30%,0.28%,0.48%,(0.13%),(0.78%),(0.56%),(0.93%),(0.17%)
2017-11-20 00:00:00,$38.50 ,$74.16 ,$62.59 ,$33.57 ,$35.26 ,$70.26 ,$34.97 ,$44.70 ,$49.44 ,$222.53 ,$66.60 ,(0.13%),(0.08%),(0.44%),(0.36%),(0.53%),(1.33%),(0.17%),0.25%,(0.25%),(0.17%),(0.32%)
2017-11-21 00:00:00,$38.78 ,$74.80 ,$63.42 ,$33.87 ,$35.37 ,$70.19 ,$35.13 ,$45.54 ,$49.70 ,$223.62 ,$67.04 ,0.73%,0.87%,1.32%,0.89%,0.30%,(0.11%),0.45%,1.88%,0.54%,0.49%,0.74%
2017-11-22 00:00:00,$38.70 ,$74.46 ,$63.13 ,$33.77 ,$35.40 ,$70.57 ,$35.07 ,$45.28 ,$49.70 ,$222.34 ,$66.84 ,(0.20%),(0.46%),(0.45%),(0.29%),0.10%,0.55%,(0.18%),(0.57%),(0.01%),(0.57%),(0.21%)
2017-11-24 00:00:00,$38.67 ,$74.59 ,$63.54 ,$33.80 ,$35.43 ,$69.87 ,$35.21 ,$45.37 ,$49.95 ,$223.56 ,$67.00 ,(0.08%),0.17%,0.65%,0.08%,0.07%,(0.99%),0.40%,0.19%,0.50%,0.55%,0.15%
2017-11-27 00:00:00,$38.68 ,$73.87 ,$62.80 ,$33.60 ,$35.11 ,$68.86 ,$34.87 ,$45.34 ,$50.05 ,$225.48 ,$66.87 ,0.02%,(0.97%),(1.16%),(0.58%),(0.90%),(1.45%),(0.96%),(0.06%),0.20%,0.86%,(0.50%)
2017-11-28 00:00:00,$38.53 ,$73.44 ,$62.13 ,$33.49 ,$35.26 ,$69.81 ,$34.76 ,$45.24 ,$48.80 ,$225.44 ,$66.69 ,(0.40%),(0.58%),(1.06%),(0.32%),0.45%,1.38%,(0.33%),(0.23%),(2.49%),(0.02%),(0.36%)
2017-11-29 00:00:00,$38.67 ,$73.48 ,$64.28 ,$33.36 ,$35.54 ,$71.89 ,$34.90 ,$44.88 ,$48.90 ,$221.34 ,$66.72 ,0.36%,0.06%,3.45%,(0.40%),0.78%,2.98%,0.41%,(0.78%),0.20%,(1.82%),0.52%
2017-11-30 00:00:00,$38.70 ,$73.30 ,$63.70 ,$33.34 ,$35.39 ,$70.77 ,$34.86 ,$45.15 ,$49.10 ,$219.36 ,$66.37 ,0.07%,(0.25%),(0.90%),(0.06%),(0.41%),(1.55%),(0.11%),0.60%,0.40%,(0.89%),(0.31%)
2017-12-01 00:00:00,$38.87 ,$73.35 ,$63.64 ,$33.45 ,$35.47 ,$69.99 ,$35.23 ,$45.14 ,$49.22 ,$221.30 ,$66.57 ,0.45%,0.07%,(0.10%),0.32%,0.21%,(1.11%),1.04%,(0.02%),0.26%,0.88%,0.20%
2017-12-04 00:00:00,$39.06 ,$73.21 ,$63.68 ,$33.34 ,$35.80 ,$70.61 ,$34.62 ,$44.64 ,$49.19 ,$209.31 ,$65.35 ,0.49%,(0.19%),0.06%,(0.32%),0.94%,0.89%,(1.72%),(1.11%),(0.07%),(5.42%),(0.64%)
2017-12-05 00:00:00,$38.50 ,$72.33 ,$64.16 ,$33.00 ,$35.20 ,$70.01 ,$34.45 ,$43.75 ,$49.04 ,$211.55 ,$65.20 ,(1.42%),(1.20%),0.76%,(1.04%),(1.67%),(0.86%),(0.48%),(2.00%),(0.31%),1.07%,(0.72%)
2017-12-06 00:00:00,$38.46 ,$72.41 ,$64.91 ,$32.90 ,$34.83 ,$68.97 ,$34.48 ,$43.74 ,$49.15 ,$213.19 ,$65.30 ,(0.12%),0.10%,1.17%,(0.30%),(1.07%),(1.48%),0.08%,(0.00%),0.22%,0.77%,(0.06%)
2017-12-07 00:00:00,$38.50 ,$72.35 ,$64.95 ,$33.06 ,$34.77 ,$69.51 ,$34.62 ,$44.20 ,$48.99 ,$216.01 ,$65.70 ,0.11%,(0.08%),0.06%,0.50%,(0.15%),0.78%,0.41%,1.05%,(0.32%),1.32%,0.37%
2017-12-08 00:00:00,$38.75 ,$73.10 ,$64.79 ,$33.31 ,$34.92 ,$70.41 ,$34.70 ,$44.49 ,$49.46 ,$214.67 ,$65.86 ,0.65%,1.05%,(0.25%),0.76%,0.41%,1.29%,0.22%,0.66%,0.96%,(0.62%),0.51%
2017-12-11 00:00:00,$38.79 ,$73.67 ,$64.62 ,$33.19 ,$34.87 ,$70.15 ,$34.59 ,$44.20 ,$50.25 ,$214.32 ,$65.87 ,0.10%,0.77%,(0.26%),(0.36%),(0.13%),(0.37%),(0.31%),(0.67%),1.60%,(0.16%),0.02%
2017-12-12 00:00:00,$38.95 ,$73.95 ,$64.85 ,$33.29 ,$35.13 ,$71.39 ,$34.75 ,$44.34 ,$50.26 ,$214.34 ,$66.13 ,0.42%,0.39%,0.35%,0.30%,0.74%,1.76%,0.47%,0.31%,0.02%,0.01%,0.48%
2017-12-13 00:00:00,$38.98 ,$73.39 ,$65.73 ,$33.74 ,$35.36 ,$72.07 ,$34.93 ,$44.28 ,$50.19 ,$214.85 ,$66.35 ,0.08%,(0.77%),1.35%,1.34%,0.67%,0.95%,0.51%,(0.12%),(0.14%),0.24%,0.41%
2017-12-14 00:00:00,$38.99 ,$73.45 ,$65.21 ,$33.67 ,$35.27 ,$71.76 ,$34.82 ,$44.26 ,$49.94 ,$217.86 ,$66.52 ,0.02%,0.08%,(0.78%),(0.21%),(0.27%),(0.43%),(0.33%),(0.05%),(0.49%),1.40%,(0.11%)
2017-12-15 00:00:00,$39.32 ,$73.68 ,$65.67 ,$34.00 ,$35.74 ,$72.22 ,$35.18 ,$44.37 ,$50.27 ,$216.60 ,$66.71 ,0.86%,0.32%,0.70%,0.98%,1.34%,0.65%,1.04%,0.25%,0.66%,(0.58%),0.62%
2017-12-18 00:00:00,$39.74 ,$73.91 ,$67.58 ,$34.30 ,$36.10 ,$73.19 ,$35.39 ,$44.57 ,$50.39 ,$215.90 ,$67.11 ,1.05%,0.31%,2.90%,0.90%,1.02%,1.34%,0.61%,0.46%,0.23%,(0.32%),0.85%
2017-12-19 00:00:00,$39.02 ,$71.86 ,$64.51 ,$33.72 ,$35.51 ,$71.88 ,$34.02 ,$43.05 ,$49.37 ,$212.69 ,$65.56 ,(1.80%),(2.77%),(4.54%),(1.69%),(1.63%),(1.79%),(3.88%),(3.42%),(2.03%),(1.48%),(2.50%)
2017-12-20 00:00:00,$38.41 ,$71.40 ,$64.57 ,$33.31 ,$35.01 ,$70.84 ,$33.47 ,$42.66 ,$49.00 ,$211.39 ,$65.01 ,(1.58%),(0.64%),0.09%,(1.22%),(1.42%),(1.45%),(1.62%),(0.91%),(0.75%),(0.61%),(1.01%)
2017-12-21 00:00:00,$38.28 ,$70.78 ,$65.38 ,$33.10 ,$34.86 ,$71.25 ,$33.22 ,$42.45 ,$48.78 ,$210.50 ,$64.86 ,(0.33%),(0.86%),1.27%,(0.64%),(0.45%),0.58%,(0.76%),(0.48%),(0.44%),(0.42%),(0.25%)
2017-12-22 00:00:00,$38.46 ,$71.46 ,$65.61 ,$33.32 ,$35.10 ,$72.37 ,$33.27 ,$42.94 ,$49.33 ,$211.51 ,$65.34 ,0.46%,0.95%,0.35%,0.66%,0.69%,1.57%,0.18%,1.15%,1.12%,0.48%,0.76%
2017-12-26 00:00:00,$38.71 ,$71.77 ,$66.06 ,$33.48 ,$35.32 ,$73.28 ,$33.41 ,$43.02 ,$49.74 ,$211.79 ,$65.66 ,0.65%,0.44%,0.68%,0.51%,0.65%,1.26%,0.39%,0.17%,0.83%,0.13%,0.57%
2017-12-27 00:00:00,$38.82 ,$71.84 ,$65.88 ,$33.67 ,$35.57 ,$74.13 ,$33.39 ,$43.21 ,$50.06 ,$214.00 ,$66.06 ,0.28%,0.10%,(0.26%),0.57%,0.71%,1.17%,(0.04%),0.45%,0.65%,1.04%,0.47%
2017-12-28 00:00:00,$39.05 ,$72.25 ,$67.02 ,$33.98 ,$35.78 ,$74.45 ,$33.59 ,$43.48 ,$50.07 ,$215.90 ,$66.56 ,0.60%,0.58%,1.73%,0.90%,0.58%,0.43%,0.58%,0.64%,0.02%,0.89%,0.69%
2017-12-29 00:00:00,$39.13 ,$72.27 ,$66.17 ,$33.92 ,$35.75 ,$74.44 ,$33.67 ,$43.32 ,$49.97 ,$215.20 ,$66.38 ,0.20%,0.02%,(1.27%),(0.17%),(0.08%),(0.02%),0.25%,(0.39%),(0.20%),(0.32%),(0.20%)
2017-12-31 00:00:00,$39.13 ,$72.27 ,$66.17 ,$33.92 ,$35.75 ,$74.44 ,$33.67 ,$43.32 ,$49.97 ,$215.20 ,$66.38 ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
2018-01-02 00:00:00,$38.92 ,$71.81 ,$67.05 ,$33.71 ,$35.98 ,$75.83 ,$33.61 ,$42.96 ,$49.26 ,$212.45 ,$66.16 ,(0.55%),(0.64%),1.34%,(0.61%),0.64%,1.87%,(0.17%),(0.81%),(1.42%),(1.28%),(0.17%)
2018-01-03 00:00:00,$38.86 ,$72.12 ,$65.37 ,$33.63 ,$35.59 ,$74.92 ,$33.63 ,$42.80 ,$49.58 ,$213.54 ,$66.01 ,(0.14%),0.44%,(2.51%),(0.24%),(1.07%),(1.20%),0.04%,(0.37%),0.66%,0.52%,(0.39%)
2018-01-04 00:00:00,$37.93 ,$70.61 ,$64.66 ,$33.00 ,$34.66 ,$72.61 ,$32.91 ,$42.05 ,$48.53 ,$212.19 ,$64.92 ,(2.39%),(2.09%),(1.10%),(1.86%),(2.62%),(3.08%),(2.13%),(1.76%),(2.13%),(0.63%),(1.98%)
2018-01-05 00:00:00,$38.14 ,$70.57 ,$65.16 ,$32.99 ,$34.65 ,$73.25 ,$32.72 ,$42.22 ,$48.22 ,$213.14 ,$65.11 ,0.55%,(0.07%),0.78%,(0.03%),(0.02%),0.88%,(0.57%),0.40%,(0.64%),0.45%,0.17%
2018-01-08 00:00:00,$38.05 ,$70.65 ,$65.89 ,$33.06 ,$34.84 ,$73.55 ,$32.87 ,$42.39 ,$48.75 ,$216.60 ,$65.66 ,(0.25%),0.12%,1.11%,0.21%,0.54%,0.42%,0.43%,0.39%,1.10%,1.62%,0.57%
2018-01-09 00:00:00,$37.73 ,$69.93 ,$66.17 ,$32.68 ,$33.83 ,$71.90 ,$32.28 ,$42.05 ,$47.81 ,$215.19 ,$64.96 ,(0.84%),(1.02%),0.43%,(1.15%),(2.91%),(2.25%),(1.79%),(0.79%),(1.94%),(0.65%),(1.29%)
2018-01-10 00:00:00,$37.31 ,$68.87 ,$66.40 ,$32.13 ,$33.44 ,$72.21 ,$31.95 ,$41.22 ,$47.32 ,$209.28 ,$64.01 ,(1.10%),(1.51%),0.35%,(1.69%),(1.14%),0.44%,(1.02%),(1.97%),(1.01%),(2.75%),(1.14%)
2018-01-11 00:00:00,$37.31 ,$68.47 ,$67.06 ,$32.12 ,$33.29 ,$72.20 ,$31.69 ,$41.20 ,$47.36 ,$205.68 ,$63.64 ,(0.02%),(0.59%),0.98%,(0.02%),(0.47%),(0.02%),(0.82%),(0.05%),0.09%,(1.72%),(0.26%)
2018-01-12 00:00:00,$37.02 ,$67.49 ,$66.49 ,$31.83 ,$33.12 ,$72.43 ,$31.09 ,$41.32 ,$47.24 ,$204.63 ,$63.27 ,(0.77%),(1.43%),(0.84%),(0.91%),(0.50%),0.32%,(1.89%),0.27%,(0.26%),(0.51%),(0.65%)
2018-01-16 00:00:00,$36.95 ,$67.80 ,$66.77 ,$31.87 ,$32.91 ,$71.46 ,$31.07 ,$41.60 ,$47.47 ,$209.65 ,$63.76 ,(0.19%),0.47%,0.41%,0.15%,(0.65%),(1.34%),(0.07%),0.69%,0.48%,2.45%,0.24%
2018-01-17 00:00:00,$37.10 ,$67.93 ,$67.45 ,$32.22 ,$33.11 ,$72.56 ,$31.36 ,$42.03 ,$47.78 ,$207.92 ,$63.95 ,0.41%,0.19%,1.02%,1.09%,0.61%,1.54%,0.96%,1.04%,0.67%,(0.83%),0.67%
2018-01-18 00:00:00,$36.77 ,$67.16 ,$65.88 ,$31.77 ,$32.71 ,$71.63 ,$31.00 ,$41.13 ,$47.25 ,$206.10 ,$63.14 ,(0.89%),(1.13%),(2.33%),(1.40%),(1.20%),(1.28%),(1.15%),(2.15%),(1.12%),(0.88%),(1.35%)
2018-01-19 00:00:00,$36.87 ,$67.30 ,$66.84 ,$32.06 ,$32.99 ,$72.63 ,$31.10 ,$41.62 ,$47.76 ,$207.07 ,$63.62 ,0.28%,0.20%,1.46%,0.91%,0.87%,1.39%,0.31%,1.18%,1.08%,0.47%,0.82%
2018-01-22 00:00:00,$37.29 ,$68.01 ,$67.17 ,$32.44 ,$33.29 ,$73.73 ,$31.24 ,$42.49 ,$48.23 ,$207.58 ,$64.15 ,1.14%,1.06%,0.49%,1.18%,0.88%,1.51%,0.47%,2.09%,0.99%,0.25%,1.01%
2018-01-23 00:00:00,$37.63 ,$69.24 ,$68.26 ,$32.82 ,$33.51 ,$74.83 ,$31.92 ,$43.04 ,$49.20 ,$210.51 ,$65.10 ,0.89%,1.80%,1.62%,1.17%,0.66%,1.50%,2.16%,1.30%,2.02%,1.41%,1.45%
2018-01-24 00:00:00,$37.41 ,$68.93 ,$69.00 ,$32.52 ,$33.14 ,$73.53 ,$31.90 ,$42.76 ,$48.68 ,$210.40 ,$64.83 ,(0.58%),(0.44%),1.08%,(0.91%),(1.09%),(1.75%),(0.06%),(0.64%),(1.06%),(0.06%),(0.55%)
2018-01-25 00:00:00,$37.35 ,$68.75 ,$68.34 ,$32.62 ,$33.11 ,$72.98 ,$32.13 ,$42.71 ,$48.16 ,$210.27 ,$64.64 ,(0.16%),(0.26%),(0.95%),0.30%,(0.08%),(0.75%),0.72%,(0.11%),(1.06%),(0.06%),(0.24%)
2018-01-26 00:00:00,$37.27 ,$68.53 ,$67.19 ,$32.39 ,$32.73 ,$72.89 ,$31.84 ,$42.61 ,$47.85 ,$211.74 ,$64.51 ,(0.20%),(0.32%),(1.69%),(0.69%),(1.15%),(0.12%),(0.88%),(0.24%),(0.65%),0.70%,(0.52%)
2018-01-29 00:00:00,$36.95 ,$67.77 ,$66.18 ,$31.77 ,$32.32 ,$72.70 ,$31.48 ,$42.05 ,$47.25 ,$208.30 ,$63.68 ,(0.87%),(1.11%),(1.50%),(1.92%),(1.25%),(0.27%),(1.13%),(1.32%),(1.25%),(1.63%),(1.22%)
2018-01-30 00:00:00,$36.62 ,$67.37 ,$64.96 ,$31.47 ,$31.83 ,$71.40 ,$30.99 ,$41.79 ,$47.13 ,$209.67 ,$63.32 ,(0.88%),(0.60%),(1.84%),(0.95%),(1.53%),(1.79%),(1.56%),(0.63%),(0.25%),0.66%,(0.94%)
2018-01-31 00:00:00,$37.42 ,$68.91 ,$65.14 ,$31.87 ,$32.13 ,$71.37 ,$31.71 ,$42.99 ,$47.50 ,$216.79 ,$64.58 ,2.18%,2.28%,0.28%,1.28%,0.93%,(0.04%),2.31%,2.87%,0.78%,3.39%,1.63%
2018-02-01 00:00:00,$36.62 ,$66.85 ,$65.17 ,$31.18 ,$31.32 ,$69.41 ,$30.82 ,$42.51 ,$46.69 ,$212.19 ,$63.28 ,(2.13%),(2.98%),0.04%,(2.16%),(2.52%),(2.76%),(2.80%),(1.10%),(1.71%),(2.12%),(2.02%)
2018-02-02 00:00:00,$36.45 ,$66.46 ,$63.27 ,$30.98 ,$30.76 ,$68.11 ,$30.98 ,$42.32 ,$46.28 ,$209.34 ,$62.49 ,(0.47%),(0.58%),(2.90%),(0.66%),(1.78%),(1.87%),0.51%,(0.46%),(0.88%),(1.34%),(1.04%)
2018-02-05 00:00:00,$35.09 ,$64.35 ,$59.43 ,$30.08 ,$29.89 ,$66.67 ,$30.08 ,$40.52 ,$45.24 ,$205.09 ,$60.64 ,(3.74%),(3.18%),(6.07%),(2.89%),(2.81%),(2.11%),(2.91%),(4.24%),(2.24%),(2.03%),(3.22%)
2018-02-06 00:00:00,$34.98 ,$64.62 ,$59.61 ,$30.06 ,$29.82 ,$66.80 ,$30.36 ,$40.14 ,$45.23 ,$204.89 ,$60.65 ,(0.29%),0.42%,0.30%,(0.05%),(0.24%),0.20%,0.94%,(0.93%),(0.02%),(0.10%),0.02%
2018-02-07 00:00:00,$34.91 ,$63.94 ,$58.93 ,$29.78 ,$29.66 ,$66.90 ,$30.14 ,$39.98 ,$45.44 ,$203.28 ,$60.30 ,(0.21%),(1.05%),(1.15%),(0.96%),(0.55%),0.14%,(0.72%),(0.40%),0.47%,(0.79%),(0.52%)
2018-02-08 00:00:00,$33.99 ,$62.96 ,$56.97 ,$28.96 ,$28.72 ,$64.82 ,$29.17 ,$38.72 ,$44.02 ,$194.88 ,$58.32 ,(2.65%),(1.54%),(3.33%),(2.74%),(3.17%),(3.11%),(3.21%),(3.17%),(3.12%),(4.13%),(3.02%)
2018-02-09 00:00:00,$34.80 ,$65.07 ,$58.63 ,$29.74 ,$29.12 ,$66.01 ,$29.74 ,$39.93 ,$45.37 ,$201.43 ,$59.98 ,2.39%,3.35%,2.91%,2.68%,1.38%,1.83%,1.95%,3.14%,3.07%,3.36%,2.61%
2018-02-12 00:00:00,$34.67 ,$64.97 ,$58.44 ,$29.81 ,$29.04 ,$67.09 ,$29.46 ,$39.87 ,$45.45 ,$204.03 ,$60.28 ,(0.38%),(0.16%),(0.32%),0.23%,(0.28%),1.64%,(0.94%),(0.14%),0.16%,1.29%,0.11%
2018-02-13 00:00:00,$34.92 ,$65.23 ,$58.99 ,$29.89 ,$29.15 ,$66.70 ,$29.70 ,$40.25 ,$46.23 ,$205.55 ,$60.66 ,0.74%,0.41%,0.94%,0.28%,0.41%,(0.57%),0.80%,0.94%,1.73%,0.74%,0.64%
2018-02-14 00:00:00,$34.73 ,$64.65 ,$59.43 ,$29.58 ,$29.05 ,$66.14 ,$28.98 ,$40.10 ,$45.46 ,$205.21 ,$60.33 ,(0.56%),(0.90%),0.75%,(1.04%),(0.37%),(0.85%),(2.42%),(0.37%),(1.67%),(0.17%),(0.76%)
2018-02-15 00:00:00,$35.31 ,$65.87 ,$60.22 ,$30.07 ,$29.39 ,$67.87 ,$29.42 ,$40.66 ,$46.26 ,$196.73 ,$60.18 ,1.67%,1.89%,1.33%,1.65%,1.17%,2.63%,1.53%,1.40%,1.74%,(4.13%),1.09%
2018-02-16 00:00:00,$35.71 ,$66.09 ,$60.56 ,$30.43 ,$30.00 ,$68.30 ,$29.90 ,$40.86 ,$45.93 ,$195.73 ,$60.35 ,1.14%,0.34%,0.56%,1.20%,2.08%,0.63%,1.62%,0.48%,(0.70%),(0.51%),0.68%
2018-02-20 00:00:00,$35.50 ,$65.21 ,$59.37 ,$29.79 ,$29.73 ,$67.20 ,$29.38 ,$40.21 ,$45.27 ,$192.63 ,$59.43 ,(0.59%),(1.34%),(1.96%),(2.11%),(0.89%),(1.61%),(1.74%),(1.58%),(1.44%),(1.58%),(1.48%)
2018-02-21 00:00:00,$34.78 ,$63.46 ,$58.81 ,$29.38 ,$29.21 ,$65.73 ,$28.82 ,$39.58 ,$45.53 ,$188.08 ,$58.34 ,(2.04%),(2.68%),(0.94%),(1.36%),(1.76%),(2.18%),(1.90%),(1.58%),0.56%,(2.36%),(1.62%)
2018-02-22 00:00:00,$35.26 ,$63.90 ,$58.64 ,$29.84 ,$29.75 ,$66.76 ,$28.90 ,$39.92 ,$46.69 ,$191.07 ,$59.07 ,1.38%,0.69%,(0.28%),1.58%,1.85%,1.55%,0.26%,0.85%,2.56%,1.59%,1.20%
2018-02-23 00:00:00,$35.82 ,$65.26 ,$60.02 ,$30.29 ,$30.21 ,$68.15 ,$29.36 ,$40.59 ,$47.69 ,$194.41 ,$60.18 ,1.61%,2.12%,2.35%,1.48%,1.54%,2.09%,1.61%,1.70%,2.13%,1.74%,1.84%
2018-02-26 00:00:00,$35.86 ,$65.17 ,$59.36 ,$30.46 ,$30.56 ,$69.35 ,$29.41 ,$40.56 ,$47.65 ,$194.29 ,$60.27 ,0.11%,(0.14%),(1.10%),0.58%,1.17%,1.75%,0.18%,(0.08%),(0.08%),(0.06%),0.23%
2018-02-27 00:00:00,$35.15 ,$63.62 ,$56.90 ,$29.88 ,$29.57 ,$66.92 ,$28.42 ,$39.74 ,$46.73 ,$192.38 ,$58.93 ,(1.97%),(2.37%),(4.15%),(1.91%),(3.23%),(3.51%),(3.36%),(2.02%),(1.93%),(0.98%),(2.54%)
2018-02-28 00:00:00,$35.22 ,$63.90 ,$56.37 ,$29.99 ,$29.64 ,$67.20 ,$28.31 ,$39.89 ,$46.89 ,$192.34 ,$58.98 ,0.18%,0.44%,(0.93%),0.38%,0.23%,0.43%,(0.41%),0.38%,0.34%,(0.02%),0.10%
2018-03-01 00:00:00,$35.20 ,$63.86 ,$56.82 ,$30.27 ,$30.06 ,$67.87 ,$28.70 ,$39.94 ,$47.31 ,$188.84 ,$58.89 ,(0.06%),(0.06%),0.80%,0.92%,1.40%,0.99%,1.40%,0.13%,0.89%,(1.82%),0.46%
2018-03-02 00:00:00,$35.35 ,$63.43 ,$59.90 ,$30.43 ,$30.18 ,$67.46 ,$28.88 ,$39.77 ,$47.09 ,$186.85 ,$58.93 ,0.45%,(0.67%),5.43%,0.52%,0.41%,(0.61%),0.61%,(0.43%),(0.46%),(1.06%),0.42%
2018-03-05 00:00:00,$35.72 ,$64.22 ,$61.41 ,$30.55 ,$30.26 ,$67.59 ,$29.40 ,$40.39 ,$47.59 ,$190.38 ,$59.75 ,1.03%,1.24%,2.52%,0.42%,0.26%,0.19%,1.82%,1.56%,1.07%,1.89%,1.20%
2018-03-06 00:00:00,$36.02 ,$64.64 ,$62.55 ,$30.84 ,$30.36 ,$67.79 ,$29.19 ,$40.60 ,$47.71 ,$192.21 ,$60.19 ,0.84%,0.65%,1.85%,0.94%,0.32%,0.31%,(0.72%),0.52%,0.25%,0.96%,0.59%
2018-03-07 00:00:00,$36.23 ,$65.21 ,$63.88 ,$31.09 ,$30.47 ,$67.00 ,$29.66 ,$40.90 ,$47.85 ,$193.01 ,$60.53 ,0.58%,0.88%,2.13%,0.81%,0.37%,(1.17%),1.62%,0.75%,0.29%,0.42%,0.67%
